code,concept,definition,anchor,example,confusables,alternates,domain_name,category_name,mnemonic,learned
802,DNS resolution chain,"Resolving a name walks root, TLD, then authoritative nameservers, with recursive resolvers caching answers by TTL.","You ask a librarian (resolver) for a book; she phones the root desk, the '.com' floor, then the publisher itself, and pencils the shelf number in her notebook (cache).","dig +trace example.com: . NS, then com. NS, then example.com NS, then A 93.184.216.34",/etc/hosts — a local static override consulted first; the resolution chain only runs on a miss.,Phone-tree bureaucracy,"Networking, web & distributed systems",Network fundamentals,8 = port 80; an infinity symbol of machines connected sideways,0
803,NAT,"NAT rewrites private source IPs/ports to one public address at the router, keeping a translation table to route replies back inside.","A hotel receptionist mails all guests' letters under the hotel's single street address, logging room numbers so replies reach the right bed.",laptop 192.168.1.5:51000 mapped by router to 203.0.113.9:62001; reply to :62001 forwarded back,Proxy — an application-level intermediary you configure; NAT rewrites packets transparently at the router.,Masquerade-ball name tags,"Networking, web & distributed systems",Network fundamentals,8 = port 80; an infinity symbol of machines connected sideways,0
804,Latency vs bandwidth,Latency is delay per trip (ms); bandwidth is volume per second — a truck of tapes has huge bandwidth but terrible latency.,"A fire hose that takes ten seconds before water arrives: fat pipe (bandwidth), long wait (latency). Widening the hose never shortens the wait.","Same 100ms RTT on 1Gbps and 10Mbps links; a 1-byte ping cares only about RTT, a 4K stream about bandwidth",Throughput — the rate actually achieved; bandwidth is the pipe's capacity ceiling.,Truck full of hard drives crossing the country,"Networking, web & distributed systems",Network fundamentals,8 = port 80; an infinity symbol of machines connected sideways,0
805,Packet switching,"Data is chopped into independently routed packets that may arrive out of order, sharing links statistically instead of reserving a circuit.",A novel mailed page-by-page in numbered envelopes; each page hitchhikes its own route and the reader reassembles the story on arrival.,One HTTP response becomes many IP packets; packet 7 may take a different route than packet 6,Circuit switching — reserves a dedicated path for the whole call (old telephony); packets share lines opportunistically.,Confetti with serial numbers,"Networking, web & distributed systems",Network fundamentals,8 = port 80; an infinity symbol of machines connected sideways,0
806,Routing & routing tables,Each router forwards a packet one hop toward its destination by longest-prefix match in its table; no node knows the full path.,Airport staff at every gate who only point to the next gate; you cross the world via strangers each knowing exactly one arrow.,ip route: 10.0.0.0/8 via 10.1.1.1; default via 192.168.1.1; most-specific prefix wins,Switching — forwards frames by MAC within one LAN; routing crosses networks by IP prefix.,Trail of one-armed signposts,"Networking, web & distributed systems",Network fundamentals,8 = port 80; an infinity symbol of machines connected sideways,0
807,MTU & fragmentation,The MTU caps packet size per link (Ethernet 1500 bytes); oversized packets fragment or are dropped with 'fragmentation needed'.,A parade float too tall for the tunnel: saw it into pieces (fragment) or reroute — the tunnel's height sign reads 1500.,"ping -M do -s 1472 host succeeds, -s 1473 fails: 1472 + 28 bytes of headers = 1500 MTU",MSS — TCP's payload cap derived from MTU minus IP+TCP headers (typically 1460).,Airline carry-on luggage sizer,"Networking, web & distributed systems",Network fundamentals,8 = port 80; an infinity symbol of machines connected sideways,0
808,Ports,"A 16-bit port number multiplexes many services on one IP; well-known ports (80, 443, 22) sit below 1024 and need root to bind.","One apartment building (the IP) with 65,535 numbered doors; the web server always answers door 80, SSH lurks behind door 22.",curl http://example.com:8080; ssh -p 22 host; ephemeral client ports around 49152-65535,IP address — picks the machine; the port picks the process or service on it.,Ship berths at a harbor,"Networking, web & distributed systems",Network fundamentals,8 = port 80; an infinity symbol of machines connected sideways,0
809,TTL & traceroute,"Each router decrements a packet's TTL; at zero it is dropped with ICMP 'time exceeded' — traceroute maps paths by sending TTL=1,2,3...","A bus ticket with punch holes: every driver punches once, and when it's full you're thrown off — with a postcard mailed home saying exactly where.","traceroute example.com: hop 1 home router 1ms, hop 2 ISP 8ms, ... hop 12 destination","DNS TTL — cache lifetime in seconds; IP TTL counts router hops, not time.",Countdown wristband at a festival,"Networking, web & distributed systems",Network fundamentals,8 = port 80; an infinity symbol of machines connected sideways,0
810,TCP reliable byte stream,"TCP presents an ordered, lossless byte stream over unreliable IP by numbering, acknowledging, and retransmitting segments.","A conveyor belt built over a potholed road: crates below may drop and jumble, but the belt above delivers every byte smoothly in order.","write 'hello' then 'world'; receiver may read 'hel','lowor','ld' — a stream, not messages","UDP — datagrams with boundaries, no ordering or retransmission; TCP is a boundary-less stream.",Zipper joining two jackets,"Networking, web & distributed systems",Transport: TCP & UDP,8 = port 80; an infinity symbol of machines connected sideways,0
811,Three-way handshake,"TCP opens with SYN, SYN-ACK, ACK: both sides exchange initial sequence numbers and confirm before any data flows.","Two fencers salute: 'En garde!' (SYN), 'En garde — ready!' (SYN-ACK), 'Ready!' (ACK) — only then may blades (data) cross.",client SYN seq=x; server SYN-ACK seq=y ack=x+1; client ACK ack=y+1; costs one RTT before data,"TLS handshake — key exchange that runs after TCP's handshake completes, adding more round trips.",Secret knock pattern on a door,"Networking, web & distributed systems",Transport: TCP & UDP,8 = port 80; an infinity symbol of machines connected sideways,0
812,ACKs & retransmission,The receiver acknowledges bytes received; the sender retransmits anything unacknowledged after a timeout or on duplicate ACKs.,"Reading a phone number aloud: the listener repeats each chunk back; on silence, you repeat the chunk louder.","seq 1000 sent, no ACK within RTO leads to resend; 3 duplicate ACKs trigger fast retransmit",NACK-based protocols — the receiver reports gaps; TCP's receiver confirms arrivals and silence signals loss.,Certified-mail return receipts,"Networking, web & distributed systems",Transport: TCP & UDP,8 = port 80; an infinity symbol of machines connected sideways,0
813,Sequence numbers & ordering,Every TCP byte carries a sequence number so the receiver reorders out-of-order segments and discards duplicates before delivery.,Numbered puzzle pieces arriving by pigeon in any order; the receiving desk has numbered slots and only hands over the picture in sequence.,"segments arrive 1,3,2: receiver buffers 3, delivers 1,2,3 to the app in order",Queue message ordering — per-partition at best; TCP orders every byte within one connection.,Deck of cards reassembled by index,"Networking, web & distributed systems",Transport: TCP & UDP,8 = port 80; an infinity symbol of machines connected sideways,0
